English,CEFR,gender,word,wordAudio,region,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
demand,B2,feminine,demanda,,,Petición formal ante un tribunal o autoridad.,,La demanda fue presentada esta mañana.,The lawsuit was filed this morning.,
sue,B2,verb,demandar,,,Solicitar legalmente o exigir con firmeza.,,El abogado va a demandar a la empresa.,The lawyer is going to sue the company.,
demon,B2,masculine,demonio,,,Ser maligno en creencias religiosas o míticas.,,La leyenda hablaba de un demonio que habitaba en la montaña.,The legend spoke of a demon that lived in the mountain.,
delay,B2,feminine,demora,,,Retraso en la realización de algo.,,La demora del vuelo causó muchos problemas.,The flight delay caused many problems.,
"demonstrate, show",B2,verb,demostrar,,,"Probar algo con razones, ejemplos o hechos.",,El experimento demostró los resultados esperados.,The experiment demonstrated the expected results.,
dense,B2,adjective,denso,,,Que tiene mucha densidad.,,El bosque es tan denso que apenas entra la luz del sol.,The forest is so dense that barely any sunlight gets in.,
dental,B2,adjective,dental,,,Relacionado con los dientes.,,La higiene dental es fundamental para evitar problemas.,Dental hygiene is essential to avoid problems.,
dependent,B2,adjective,dependiente,,,Que depende de otra persona o situación.,,Es una persona muy dependiente de la opinión ajena.,She’s a very dependent person when it comes to others’ opinions.,
bring down,B2,verb,derribar,,,Hacer caer algo desde una posición elevada; destruir o derribar una construcción.,,Quieren derribar el viejo edificio.,They want to bring down the old building.,
defeat,B2,feminine,derrota,,,Resultado de ser vencido en una competición o enfrentamiento.,,La derrota del equipo fue inesperada para los aficionados.,The team’s defeat was unexpected for the fans.,
defeat,B2,verb,derrotar,,,Vencer o superar a un enemigo o adversario.,,El equipo logró derrotar a su adversario.,The team managed to defeat its opponent.,
challenge,B2,verb,desafiar,,,Retar o provocar a alguien para competir o enfrentarse.,,Quiso desafiar al campeón en una partida de ajedrez.,He wanted to challenge the champion to a chess match.,
unfortunately,B2,adverb,desafortunadamente,,,"Lamentablemente, con mala suerte.",,"Desafortunadamente, el vuelo fue cancelado por la tormenta.","Unfortunately, the flight was canceled due to the storm.",
unfortunate,B2,adjective,desafortunado,,,Que sufre mala suerte.,,Fue un hecho desafortunado que cambió su vida.,It was an unfortunate event that changed his life.,
developed,B2,adjective,desarrollado,,,Que ha alcanzado un alto grado de progreso o perfección.,,España es un país muy desarrollado en comparación con hace cincuenta años.,Spain is a very developed country compared with fifty years ago.,
decompose,B2,verb,descomponer,,,Separar un cuerpo en sus partes más simples o en elementos básicos.,,"Si dejas la fruta al sol, empieza a descomponerse rápidamente.","If you leave fruit in the sun, it begins to decompose quickly.",
distrust,B2,verb,desconfiar,,,No tener confianza en alguien o en algo.,,"Después de lo que pasó, empecé a desconfiar de él.","After what happened, I began to distrust him.",
discount,B2,verb,descontar,,,Restar una cantidad de otra.,,Pudimos descontar un veinte por ciento del precio inicial.,We were able to deduct twenty percent from the original price.,
discontent,B2,masculine,descontento,,,Sentimiento de disgusto o insatisfacción.,,El descontento de los trabajadores aumentó después del anuncio.,The workers’ discontent increased after the announcement.,
discovery,B2,masculine,descubrimiento,,,Hallazgo de algo desconocido o escondido.,,El descubrimiento de la vacuna fue un hito histórico.,The discovery of the vaccine was a historic milestone.,
careless,B2,adjective,descuidado,,,Que actúa sin cuidado o atención.,,Fue un error descuidado.,It was a careless mistake.,
outcome,B2,masculine,desenlace,,,Final o desenlace de una historia o situación.,,El desenlace de la novela fue sorprendente.,The ending of the novel was surprising.,
untangle,B2,verb,desenredar,,,Separar lo que está enredado.,,Intentó desenredar los cables con paciencia.,He tried to untangle the cables patiently.,
desire,B2,masculine,deseo,,,Sentimiento o impulso de querer algo.,,Mi deseo de viajar por el mundo se ha hecho más fuerte en los últimos años.,My desire to travel the world has grown stronger in recent years.,
unfavorable,B2,adjective,desfavorable,,,Que resulta negativo o perjudicial.,,Esa decisión es desfavorable para todos.,That decision is unfavorable for everyone.,
"wear, wear and tear",B2,masculine,desgaste,,,Desgaste o deterioro por el uso o el tiempo.,,El desgaste del equipaje fue evidente tras varios viajes.,The wear and tear on the luggage was evident after several trips.,
unequal,B2,adjective,desigual,,,Que no es igual a otro en cantidad o calidad.,,Hay una distribución desigual de la riqueza.,There is an unequal distribution of wealth.,
inequality,B2,feminine,desigualdad,,,Falta de igualdad entre personas o situaciones.,,La desigualdad social sigue siendo un gran desafío.,Social inequality remains a major challenge.,
excess,B2,feminine,desmesura,,,Exceso fuera de lo normal.,,"Respondió con desmesura ante una crítica leve, lo que sorprendió a todos.","He overreacted to a mild criticism, which surprised everyone.",
take apart,B2,verb,desmontar,,,Desarmar o quitar piezas de algo.,,Vamos a desmontar el mueble para trasladarlo.,We’re going to take the furniture apart to move it.,
naked,B2,adjective,desnudo,,,Que no lleva ropa.,,La pintura mostraba una figura humana desnuda en actitud serena.,The painting showed a nude human figure in a serene posture.,
displacement,B2,masculine,desplazamiento,,,Acción de trasladarse de un lugar a otro.,,El desplazamiento diario al trabajo puede resultar agotador.,The daily commute to work can be exhausting.,
despise,B2,verb,despreciar,,,Sentir desprecio o rechazar a alguien.,,No debes despreciar a alguien por pensar diferente.,You shouldn’t despise someone for thinking differently.,
notable,B2,adjective,destacable,,,Que merece ser destacado o mencionado.,,Es destacable la dedicación de los voluntarios en este proyecto.,The dedication of the volunteers in this project is remarkable.,
"outstanding, highlighted",B2,adjective,destacado,,,Que sobresale entre otros por su importancia o calidad.,,La película recibió un premio por su guion destacado.,The film received an award for its outstanding script.,
skill,B2,feminine,destreza,,,Habilidad o destreza en realizar algo.,,Necesitas mucha destreza para manejar esa máquina.,You need a lot of skill to handle that machine.,
destroy,B2,verb,destrozar,,,Hacer daño grave a algo o alguien rompiéndolo.,,La tormenta logró destrozar varias casas.,The storm managed to destroy several houses.,
destruction,B2,feminine,destrucción,,,Acción de destruir o arruinar por completo.,,La destrucción causada por el huracán dejó varias zonas inhabitables.,The destruction caused by the hurricane left several areas uninhabitable.,
attic,B2,masculine,desván,,,"Espacio situado bajo el tejado de una casa, generalmente usado para almacenar cosas.",,Guardamos las cajas viejas en el desván.,We stored the old boxes in the attic.,
disadvantageous,B2,adjective,desventajoso,,,Que no es ventajoso o útil.,,Ese horario es bastante desventajoso para mí.,That schedule is quite disadvantageous for me.,
detect,B2,verb,detectar,,,Descubrir la existencia de algo oculto o no evidente.,,La policía logró detectar el fraude a tiempo.,The police managed to detect the fraud in time.,
stop,B2,verb,detener,,,Parar o impedir la continuación de algo.,,La policía logró detener al sospechoso a tiempo.,The police managed to stop the suspect in time.,
carefully,B2,adverb,detenidamente,,,De manera atenta y con detalle.,,Escuchó el discurso detenidamente.,He listened to the speech carefully.,
determination,B2,feminine,determinación,,,Firmeza o decisión en una acción o propósito.,,"Con mucha determinación, logró sus metas.","With great determination, she achieved her goals.",
determined,B2,adjective,determinado,,,Que está decidido o fijado; resuelto.,,"Está determinado a terminar el máster este año, aunque implique sacrificar parte de su tiempo libre.","He is determined to finish his master’s degree this year, even if it means sacrificing some of his free time.",
determine,B2,verb,determinar,,,Establecer con claridad una decisión o límite.,,Necesitamos determinar la causa del problema.,We need to determine the cause of the problem.,
diagram,B2,masculine,diagrama,,,Representación gráfica que organiza información o datos de forma esquemática.,,El profesor dibujó un diagrama en la pizarra.,The teacher drew a diagram on the board.,
diamond,B2,masculine,diamante,,,Piedra preciosa muy dura y brillante.,,Lucía un collar con un diamante enorme durante la gala.,She wore a huge diamond necklace during the gala.,
dictator,B2,masculine,dictador,,,Persona que ejerce el poder de forma absoluta.,,El dictador gobernó el país con mano dura.,The dictator ruled the country with an iron hand.,
dictatorship,B2,feminine,dictadura,,,Régimen político en el que gobierna un dictador.,,La dictadura duró más de veinte años.,The dictatorship lasted more than twenty years.,
hinder,B2,verb,dificultar,,,Hacer más difícil la realización de algo.,,El ruido constante puede dificultar la concentración de los alumnos.,Constant noise can hinder students’ concentration.,
digest,B2,verb,digerir,,,Transformar los alimentos en sustancias asimilables.,,"Después de comer, hay que dar tiempo para digerir.","After eating, you need to allow time to digest.",
digestion,B2,feminine,digestión,,,Proceso de transformación de los alimentos en el estómago.,,La digestión puede ser lenta si comes muy rápido.,Digestion can be slow if you eat too fast.,
dignity,B2,feminine,dignidad,,,Cualidad de ser digno o merecedor de respeto.,,Defienden la dignidad de los trabajadores en todas las negociaciones.,They defend the dignity of workers in all negotiations.,
worthy,B2,adjective,digno,,,Que merece algo por sus cualidades o comportamiento; que conserva el decoro.,,Considero digno de elogio que admitiera su error públicamente y pidiera disculpas.,I consider it worthy of praise that they admitted their mistake publicly and apologized.,
dimension,B2,feminine,dimensión,,,"Tamaño o medida en una dirección; también, aspecto o faceta de un asunto.",,El problema tiene una dimensión social que no podemos ignorar.,The problem has a social dimension that we cannot ignore.,
